,id_x,text,label_x,tsne_x,tsne_y
48,49,"IAEA Won't Guarantee Iran Probe Deadline VIENNA, Austria - The head of the U.N. nuclear watchdog agency said Tuesday that he cannot guarantee his probe of Iran's suspect nuclear activities will be complete by November, the deadline sought by the United States and its European allies...",0,-2.6403415,20.560993
49,50,Lufthansa reaches wages agreement German airline Lufthansa reaches a deal with unions on pay and working hours for its ground staff.,0,12.992257,3.983284
50,51,"Harmison rated best Test bowler ENGLAND fast bowler Steve Harmison is the world #39;s number one bowler, according to the latest PwC Test ratings. The Durham quick #39;s match-winning nine-wicket haul in the fourth and final Test against the West ",1,-33.149963,0.6682125
51,52,"Optus, Vodafone in 3G link TELCOS Optus and Vodafone Australia will combine to create a national 3G mobile network, just three weeks after rival Telstra Corp entered a similar deal.",2,34.841225,-0.97238946
52,53,"Fan slapped with fine, five-year ban for racially abusing Yorke LONDON (AFP) - A British court slapped a 1,000-pound (1,880-dollar) fine and a five-year football ground ban on a fan for hurling monkey chants at Birmingham City striker Dwight Yorke.",1,-30.5667,11.115585
53,54,"Beheadings Mark Haiti's Latest Misery  PORT-AU-PRINCE, Haiti, Oct. 7 -- At first it looked like an old glove, black and rubbery and flattened in traffic. But a closer look revealed toenails.",0,-7.072353,-11.2301855
54,55,"Alitalia, Unions Sign Deal to Split Company Italy #39;s troubled Alitalia airline has reached a deal with eight of nine unions to split the state-controlled firm in two in a plan to stave off bankruptcy.",2,13.879691,3.5051055
55,56,"Ohio St. Forces Turnovers to Top N.C. St. (AP) AP - The Luckeyes' magic is alive and well. Ohio State made up for a shoddy day offensively by forcing five turnovers, and Mike Nugent tied a school record with five field goals to give the ninth-ranked Buckeyes a 22-14 victory over North Carolina State on Saturday.",1,-31.181581,-17.872952
56,57,"No Offense: Sox Fall To Rays The Sox, who entered play Tuesday with 28 wins in their last 35 games, continued their gradual descent back to Earth by falling to the Devil Rays, 5-2, in front of another sellout crowd of 35,118 at Fenway Park.",1,-20.689968,-30.728914
57,58,"Iraq Again In The Forefront as Australian Election Approaches Australia #39;s election campaign is in its final stages, with the country #39;s role in Iraq again a major talking point. Australian Prime Minister John Howard says he does not need to apologize for joining last ",0,-4.6058393,12.93616
58,59,TV Reporter May Be Jailed for Refusing to Disclose Source The reporter was convicted of criminal contempt for refusing to disclose who leaked him an F.B.I. videotape on an investigation of government corruption in Providence.,0,9.112965,-5.948875
59,60,"Indian software services, BPO face worker shortage BANGALORE, INDIA - India's software services and business process outsourcing (BPO) industries could face a shortage of skilled workers in the coming years, according to the National Association of Software and Service Companies (NASSCOM) in Delhi.",3,31.010523,12.765155
60,61,Castroneves captures Indy race pole FONTANA (California): Brazils Helio Castroneves dominated qualifying with a lap at 217.479 miles per hour to put his Dallara/ Toyota on the pole for the Toyota Indy 400 on Sunday.,1,-29.784283,-3.515223
61,62,"Orange to ship Wi-Fi Pocket 'in October' &lt;strong&gt;Update&lt;/strong&gt; M2000 same as XDA IIs, VPA III, MDA III",3,38.52511,-12.311847
62,63,"Jeter, Yankees Look Dashing Once Again Here it comes. You can feel the rumbling of anticipation now. Just two games into the American League playoffs, we already have a colossal collision coming into focus.",1,-17.982859,-21.32724
63,64,Oil Back Up to  #36;55 on U.S. Winter Stocks (Reuters) Reuters - Oil prices charged back up to  #36;55 a\barrel on Wednesday as a fresh fall in U.S. heating oil stocks\stoked worries over winter supplies.,2,22.929607,12.676092
64,65,"Hollywood Steps Into DVD Format Fight (AP) AP - Three top Hollywood studios are throwing their considerable weight behind one of two competing formats for the next generation of DVDs, citing in part the need to stem piracy.",3,34.188213,-19.350096
65,66,"Update 1: Asset Writedown Leads to \$3.4B MCI Loss MCI Inc., one of the nation #39;s biggest long-distance operators, lost \$3.4 billion in the third quarter of 2004 due to a previously announced asset writedown of \$3.",2,23.708708,8.543125
66,67,"Detroit 'African Town' Plan Stirs Debate (AP) AP - Detroit has a Greektown section that tempts visitors with moussaka and baklava, and a Mexicantown neighborhood with Latin American groceries and restaurants. Now, politicians are pushing for a business district identified with the city's biggest minority group  #151; blacks.",0,-2.2550092,0.41197932
67,68,"Bank of America to cut 4,500 jobs Bank of America Corp. (NYSE: BAC) plans to cut about 2.5 percent, or 4,500 jobs from its workforce, and it #39;s unclear how those cuts will affect Austin employees.",2,19.033705,5.2866235
68,69,"Virginia runs to victory over Clemson CHARLOTTESVILLE, Va. - Facing the first real test to its dominance this season, Virginia showed Clemson - and the nation - that its numbers haven #39;t just been built against inferior competition.",1,-28.635715,-14.532996
69,70,NBA Suspends Bucks' Fizer for One Game (AP) AP - The NBA suspended Milwaukee Bucks forward Marcus Fizer on Tuesday for one game following his guilty plea on a gun charge.,1,-25.16462,-26.974976
70,71,"Taiwan offers to cut troops by 100,000 Taiwanese President Chen Shui-bian Wednesday offered to cut the island #39;s troops by 100,000 to ease military tensions with mainland China.",0,2.0877652,12.126193
71,72,"UN Mission Sends Military Team to Investigate Fighting in Eastern &lt;b&gt;...&lt;/b&gt; Following reports of fighting between different factions of former members of the Armed Forces of the Democratic Republic of the Congo (FARDC) and weapons distribution to civilians in North Kivu province, the United Nations mission today said it sent a ",0,-12.758815,33.3645
72,73,Eriksson and Gerrard add to England woe ENGLAND #39;S troubled build-up to their Wales showdown continued yesterday with Steven Gerrard #39;s injury diagnosis and fresh uncertainty over Sven-Goran Eriksson #39;s position.,1,-32.816154,7.981394
73,74,Oil and Economy Cloud Stocks' Outlook (Reuters) Reuters - Soaring crude prices plus worries\about the economy and the outlook for earnings are expected to\hang over the stock market this week during the depth of the\summer doldrums.,2,22.118982,12.119047
74,75,Iran and Europe Negotiate to Try to Save Nuclear Agreement Iran and its European partners struggled to salvage their agreement committing Tehran to freeze an important part of its nuclear program.,0,-1.0014958,20.724863
75,76,"Season Off to Slow Start The nation's retailers had a disappointing start to the holiday season, reporting sluggish sales for November after a much hoped-for surge in Thanksgiving weekend business failed to materialize.",2,21.447458,21.64896
76,77,"A Wedding That Won't Leave You Broke If you're planning a spring or summer wedding, you're probably sweating the details now.",2,-10.659184,-8.850291
77,78,"Nov launch for dual-screen Game Boy SEEKING to head off a challenge from video-game rival Sony Corp, Nintendo said on Tuesday that its dual-screen (DS) Game Boy player will hit stores in the United States just in time for the crucial holiday shopping season.",3,37.81508,-17.632475
78,79,"Montana Moves to Resume Bison Hunting (AP) AP - On a spring day in 1990, there was chaos near the border of Yellowstone National Park. Bison were running. Hunters were facing off with activists who were trying to keep them from killing the bison. And D.J. Schubert was in the thick of it, leading the protesters.",3,-6.8673034,-5.4330206
79,80,"Three Georgian soldiers killed in breakaway region clashes (AFP) AFP - Three Georgian soldiers have been killed and five wounded in clashes in Georgia's separatist region of South Ossetia, Rustavi 2 television reported, quoting an unnamed official with the Georgian interior ministry.",0,-10.786419,26.000412
80,81,"Stars and Stripes Are Gone, but There Is Plenty to Salute ENNIFER CAPRIATI had already dispatched Serena Williams, with a little help from the flawed human eye. Justine Henin-Hardenne was long gone, leaving a vacuum at the top of the draw.",1,-18.906431,-8.407638
81,82,Redskins top Lions (11/08/04) The Washington Redskins grabbed a 17-to-10 win over the Detroit Lions at Ford Field. Clinton Portis ran for 147 yards on 34 carries and threw a tiebreaking touchdown pass.,1,-32.475,-20.8093
82,83,Canada insistent on goal to slice vehicle emissions OTTAWA - Two top Canadian ministers announced this week that they had resolved to cut global-warming emissions of cars and trucks sold in Canada by 25 percent by the end of the decade.,3,16.111486,20.605309
83,84,"Kasprowicz causes dilemma AUSTRALIA captain Ricky Ponting says the form of Michael Kasprowicz has left the world champions with a problem to solve ahead of the ICC Champions Trophy, which gets underway in England this week.",1,-31.741688,2.609847
84,85,"New York AG to Sue Insurance Broker  NEW YORK (Reuters) - New York Attorney General Eliot  Spitzer on Thursday sued insurance broker Marsh   McLennan Cos.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMC.N target=/stocks/quickinfo/fullquote""&gt;MMC.N&lt;/A&gt;, charging they engaged in market manipulation.",2,36.938545,8.8326435
85,86,Update 1: Lockheed to Cut 4Q Earnings on Suit Loss Lockheed Martin Corp. Monday said a court ruling in its dispute with the Department of Energy and the state of Idaho will reduce fourth-quarter earnings by \$110 million.,2,16.721107,-1.3746644
86,87,"They can #39;t turn down chance to turn corner inally, you can see the corner. It #39;s right there, waiting with all of its trappings. Get past it and you #39;re downwind. Get past it and everything is different.",1,-11.812106,-12.63089
87,88,Congress extends Bush tax cuts for middle class Congress last night passed legislation extending some of President Bush #39;s most-popular middle-class tax cuts - giving Mr. Bush a win heading into the final campaign stretch before Election Day.,2,-4.045938,7.6462307
88,89,"EADS Targets \$10 Billion in US Defense Revenue EADS is targeting \$10 billion in defense and security sales in the United States, its top managers said on Thursday, setting an ambitious goal for the European aerospace giant as it looks to crack the world #39;s richest defense market.",2,25.22474,6.0680757
89,90,"Prominent investment banker gets jail term Frank Quattrone, considered the most prominent investment banker of the 1990s technology boom, has been sentenced to 18 months in prison.",2,12.740524,-7.2697835
90,91,Graham finally admits he #39;s coach who turned in THG syringe A mystery at the center of track and field #39;s biggest doping scandal has finally been solved. Top track coach Trevor Graham has admitted he was the coach who anonymously sent a syringe of THG to the US Anti ,1,-20.954376,-0.9665216
91,92,"Eisner Denies Seeing Ovitz as Threatening   GEORGETOWN, Del., Nov. 17 -- Lawyers for plaintiffs in a shareholder suit over Michael S. Ovitz's \$140 million severance package from the Walt Disney Co. suggested on Wednesday that Disney chief executive Michael D. Eisner may have viewed his former protege as threatening.",2,10.167616,-8.810799
92,93,"Revolution need final kick for playoff push Rusty Pierce symbolized the Revolution's break with the past when he joined the team in 2000. The Revolution had qualified for the MLS playoffs once in their first four seasons, then advanced to the playoffs in three of the next four.",1,-32.726646,-12.633779
93,94,"Workers' Group Says EPA Censors Comments (Reuters) Reuters - The U.S. Environmental Protection Agency\censored warnings that a Bush administration plan to build\roads in national forests could harm drinking water, a group\representing government workers said on Monday.",3,12.347139,11.639226
94,95,"Markets punish Martha further Martha Stewart just can #39;t catch a break. Shares in her former company rose another 12 cents yesterday, to \$11.26, continuing a recovery that began soon after her conviction.",2,19.087511,12.35798
95,96,"EDS Grounded Too? wait for it -- is a landlubber. Thursday, services firm EDS (NYSE: EDS) said the bankruptcy filing by US Airways could cut ",2,16.767225,2.6072478
96,97,Sooners surprisingly sit third in BCS Standings Southern California and Miami are 1-2 in the initial BCS Standings with Oklahoma -- despite being ranked second in both the ESPN/USA Today and AP polls -- third.,1,-30.898306,-15.01846
97,98,"Microsoft #39;s CEO Steve Ballmer: We need a \$100 PC What #39;s one of Steve Ballmer #39;s biggest headaches? It #39;s not Linux or security breaches. It #39;s piracy, the Microsoft CEO said Wednesday.",3,27.917622,-16.274359
98,99,"first profit since merger Corus, Britain #39;s biggest steelmaker, yesterday reported its first profits since the merger of British Steel and Dutch rival Hoogovens five years ago.",2,25.484324,0.50371087
99,100,"Nikkei Up as Economic Optimism Grows  TOKYO (Reuters) - Japan's Nikkei average rose 0.39 percent  by midsession on Friday, bolstered by solid gains in stocks  dependent on domestic business such as Kao Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=4452.T target=/stocks/quickinfo/fullquote""&gt;4452.T&lt;/A&gt;.",2,36.246292,10.494766
100,101,Italy's Parmalat sues ex-auditors Parmalat issues proceedings against its ex-auditors over their dealings with the insolvent group before its near collapse,2,13.042037,-1.7072772
101,102,"Vote counting under way in Afghan election, Karzai expected to win KABUL, Afghanistan Early results show interim Afghan president Hamid Karzai leading in that country #39;s first free presidential election.",0,-7.3293757,17.1972
102,103,"Arctic warming is good news for oil companies, but not for &lt;b&gt;...&lt;/b&gt; Scientists have worries about the Arctic warming as they have determined that the ice in Greenland and the Arctic is melting too rapidly .",3,13.135507,16.469292
103,104,Ireland to tour Japan Ireland have set up a summer tour to Japan to coincide with the Lions trip to New Zealand. The Irish will play two Tests in Tokyo plus one warm-up game which has still to be decided.,1,-33.656887,3.2230656
104,105,"P2P Battle Reaches FTC The trade commission hears what's right and wrong with file sharing, but there's no guarantee it will institute regulations. Michael Grebb reports from Washington.",3,9.851618,-4.063324
105,106,"Vijay doesn #39;t care if you like him; he #39;s No. 1 now  #39; #39;You guys look so sad, #39; #39; he told reporters after winning the Deutsche Bank Championship on Sunday.  #39; #39;Man, come on, it #39;s not the end of the world.",1,-16.95313,-15.064784
106,107,"Wireless to Drive Internet Growth, Tech Leaders Say Wireless services will lead the next growth phase of the Internet as venture capitalists who helped fund the early boom open their wallets again, industry leaders said Monday.",3,28.02425,-6.3487196
107,108,"US economic indicators fall; new jobless claims rise A gauge of future business activity fell in August, indicating company managers and US consumers remain uncertain about the economy.",2,21.342422,18.950312
108,109,Why The Open-Source Model Can Work In India An Indian Institute of Technology professor--and open-source evangelist--discusses the role of Linux and open source in India. By Larry Greenemeier.,3,41.012043,-3.1717412
109,110,Hynix Under Investigation for Cooking Books It has been revealed that Hynix Semiconductor (formerly Hyundai Electronics) cooked the books to nearly W2 trillion during the latter half of the 1990s and corrected the total misstated amount over several years.,2,16.520235,10.160667
110,111,"Scoring leaders THE GIRLS Following are the leading scorers in EMass. Information is supplied by league representatives. PLAYER G A Pts 1. J. Vickers, Norwell 32 14 46 2. J. Leaverton, Feehan 26 13 39 3. B. Hogan, Bp. Feehan 26 12 38 3. J. Powers, Andover 24 14 38 5. M. Sheehan, Belmont 21 16 37 5. S. Leonard, Rockland 20 ...",1,-21.921572,-13.056237
111,112,"Pakistani firms answer call for cell phones Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low. ",3,17.105915,15.392714
112,113,"Google Reports First Profit as Public Company Google's third-quarter profit more than doubled, reflecting a continued surge in the online advertising distributed by its Internet-leading search engine.",2,29.26618,11.157362
113,114,Freed UN electoral workers in Afghanistan look forward to resuming &lt;b&gt;...&lt;/b&gt; 24 November 2004 - Three United Nations election workers freed yesterday nearly a month after being abducted in Afghanistan today thanked the Afghan people for the support shown during their ordeal and said they were looking forward to getting back to ,0,-10.257401,13.69374
114,115,Martha Stewart starts prison term US lifestyle guru Martha Stewart begins a five-month prison term for lying about her investments.,2,12.488031,-8.341229
115,116,"World Follows U.S. Race by Internet, TV (AP) AP - Satellites and telephone wires bring the battle for the White House to an Internet cafe 7,200 miles away in Addis Ababa, capital of Ethiopia, where Girma Hagos goes for his daily dose of U.S. election news.",3,-14.5289955,6.0642853
116,117,"UN Report: Anti-Terror War Still Losing The worldwide war on terror is still on the lose-side, as al-Qaeda is still posing as big a threat as ever, according to an alarming United Nations report.",0,-6.3673544,22.365541
117,118,"Zimbabwe deports South African trade union fact finders HARARE : Zimbabwean immigration officials ordered a fact-finding mission from South Africa #39;s biggest trade union movement to leave after they defied a government ban, the leader of the South African team said.",0,-12.617571,12.053977
118,119,"Africa 'better in colonial times' The average African is worse off now than during the colonial era, says the brother of South Africa's President Thabo Mbeki.",0,-11.420057,9.438173
119,120,"Krill decline raises concern for Antarctics food chain the heart of the rich Antarctic food chain that nourishes whales, seals and penguins -ave declined by more than 80 percent in the past 25 years in key ocean regions, according ",3,12.05812,16.822752
120,121,"ANALYSIS: Hollywood studios fire heavy salvo in DVD format war True, Monday #39;s thunderbolt from Tinseltown may not be enough to settle the DVD format war. But in a synchronized cluster bomb of press releases, the powerful content producers have sent a clear message to ",3,-13.405672,-8.3333025
121,122,"Disney lawsuit lifts curtain on real-life Hollywood drama LOS ANGELES - This week CEO Michael Eisner tells a court his version of how Walt Disney Co. paid a severance package of \$140 million - yes, that #39;s for not working - to a former close friend after only 14 months at work.",2,10.415339,-8.195712
122,123,"LeFors, Cardinals put Tulane in sorry state NEW ORLEANS -- Stefan LeFors returned to his home state for the final time as a collegian and led Louisville to a record-setting performance.",1,-29.612741,-16.646261
123,124,"For Mexicans, a Chorus of Patriotism Citizens of Mexico pause to celebrate 150th anniversary of the country's national anthem.",0,-19.925663,18.013304
124,125,"Nastase Concedes Defeat in Romanian Presidential Election Prime Minister Adrian Nastase said Monday he had conceded defeat in Romania's presidential runoff in a telephone call to opponent Traian Basescu, whom he called ""the future president of Romania.""",0,-3.9668396,14.656935
125,126,"After terror and invasion, Afghans vote (AFP) AFP - Three years after the September 11 attacks on the United States changed the course of Afghanistan's history, the shattered nation votes Saturday in unprecedented presidential elections.",0,-6.763612,15.849581
126,127,"Roethlisberger-Manning matchup calls for measuring stick Eli Manning, the No. 1 pick of the New York Giants (and vice versa), is struggling in his role as the starter. Ben Roethlisberger, the 11th overall pick of the Pittsburgh Steelers, has won a rookie-record 11 straight starts.",1,-29.912487,-21.386747
127,128,"Bowe Re-Enters Ring Fresh from being released from federal prison last May, former heavyweight champion Riddick Bowe has set up his first comeback bout for Sept. 25",1,-24.765089,-11.355127
128,129,"Mickelson goes back to Augusta to tune up Phil Mickelson is finishing off a record season for himself this week at The Tour Championship, but mentally he #39;s been through for a while.",1,-34.38808,-5.7945986
129,130,Boy's Murder Case Entangled in Fight Over Antidepressants One murder case has attracted special attention amid a debate over the safety of antidepressant use in children and teenagers.,2,6.472883,4.8264866
